Cod,Nome do alimento,Nível 1 ,Nível 2,Nível 3 ,"Energia
[kcal] ","Energia
[kJ] ","Lípidos
[g]","Ácidos gordos saturados
[g] ","Ácidos gordos monoinsaturados 
[g]","Ácidos gordos polinsaturados 
[g]","Ácido linoleico 
[g] ","Ácidos gordos trans 
[g]","Hidratos de carbono 
[g]","Açúcares 
[g] ","Oligossacáridos 
[g] ","Amido 
[g]","Fibra  
[g]","Proteínas 
[g] ","Sal  
[g]","Álcool 
[g] ","Água 
[g] ","Ácidos orgânicos 
[g] ","Colesterol 
[mg]","Vitamina A  
[µg]","Caroteno 
[µg]","Vitamina D 
[µg]","alfa-tocoferol 
[mg]","Tiamina 
[mg] ","Riboflavina 
[mg] ","Niacina 
[mg]","Equivalentes de niacina 
[mg]","Triptofano/60 
[mg]","Vitamina B6 
[mg]","Vitamina B12 
[µg]","Vitamina C 
[mg]","Folatos 
[µg]","Cinza 
[g]","Sódio 
[mg]","Potássio 
[mg] ","Cálcio 
[mg]","Fósforo 
[mg]","Magnésio 
[mg]","Ferro 
[mg]","Zinco 
[mg]","Selénio 
[µg]","Iodo 
[µg]",alimento_hc
899,Garoupa crua,"Peixes, mariscos, anfíbios, répteis e invertebrados",Peixe (músculo),Peixe de mar,95,400,1.4,0.3,0.3,0.4,0,0,0,0,0,0,0,20.5,0.3,0,76.5,0,37,50,0,7,2.6,0.03,0.05,1.1,4.9,3.8,0.3,1,0,6,1.4,130,300,18,160,31,0.6,0.5,,,Garoupa crua (0g HC/100g)
901,Garoupa grelhada,"Peixes, mariscos, anfíbios, répteis e invertebrados",Peixe (músculo),Peixe de mar,121,511,1.9,0.4,0.4,0.5,0,0,0,0,0,0,0,25.9,1.2,0,69.9,0,47,63,0,8.4,3.5,0.03,0.06,1.4,6.5,5.1,0.32,1.1,0,6.4,2.3,470,340,24,200,35,0.7,0.7,,,Garoupa grelhada (0g HC/100g)
518,Gelado caseiro com bolachas e natas,Leite e produtos lácteos,Sobremesa à base de leite e similares,Gelados de leite e similares,358,1500,21.2,12.2,5.1,0.8,0.7,0.6,36.5,28.2,0,8.3,0.6,5.1,0.2,0,35.5,0,62,242,122,0.1,0.9,0.04,0.34,0.92,2.08,1.16,0.05,0.28,0,9.4,1.08,86,240,160,130,23,0.4,0.7,,,Gelado caseiro com bolachas e natas (36.5g HC/100g)
519,Gelado caseiro com palitos la Reine,Leite e produtos lácteos,Sobremesa à base de leite e similares,Gelados de leite e similares,263,1100,12.4,2.4,6.3,2.5,2.34,0.1,28.7,23,0,5.7,2,7.9,0.1,0.2,48.1,0,119,70,5,0.7,3.85,0.08,0.29,0.44,2.09,1.64,0.13,0.49,0.1,22,1.1,38,220,110,160,43,1.4,1.1,,,Gelado caseiro com palitos la Reine (28.7g HC/100g)
513,Gelado de água (sorvete),"Açúcar e similares, confeitaria e sobremesas doces à base de água",Sobremesas doces à base de água,Sorvetes à base de água,132,561,0,0,0,0,0,0,32.6,32.6,0,0,0,0.4,0,0,66.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,2,0,3,0,0,0,0.1,,,Gelado de água (sorvete) (32.6g HC/100g)
514,Gelado de leite,Leite e produtos lácteos,Sobremesa à base de leite e similares,Gelados de leite e similares,199,833,10.9,6.1,2.5,0.3,0.3,0.4,21.7,21.7,2,0,0,3.6,0.1,0,63.2,0,33,115,195,0.1,0.2,0.04,0.21,0.1,0.9,0.8,0.08,0.4,1,5,0.63,56,180,140,120,14,0.1,0.4,,,Gelado de leite (21.7g HC/100g)
515,Gelatina desidratada (pó ou folha),"Ingredientes principais isolados, aditivos, aromas, fermentos e auxiliares tecnológicos",Proteínas isoladas e outros produtos de proteínas,Gelatina,349,1480,0.1,0,0,0,0,0,0,0,0,0,0,87,0.1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,32,16,11,32,11,0,0.2,,,Gelatina desidratada (pó ou folha) (0g HC/100g)
516,Gelatina preparada com ananás em conserva,"Açúcar e similares, confeitaria e sobremesas doces à base de água",Sobremesas doces à base de água,Sobremesas de colher à base de água,97,410,0,0,0,0,0,0,21.6,21.6,0,0,0.4,2.2,0,0,75.4,0.2,0,1,4,0,0.02,0.01,0.01,0.08,0.08,0,0.03,0,2.9,0.4,0.235,2.6,46,9.5,2.8,5,0.1,0.1,,,Gelatina preparada com ananás em conserva (21.6g HC/100g)
517,Gelatina preparada com laranja e sumo de laranja,"Açúcar e similares, confeitaria e sobremesas doces à base de água",Sobremesas doces à base de água,Sobremesas de colher à base de água,84,355,0.1,0,0,0.1,0.0173,0,17.4,17.4,0,0,0.7,2.6,0,0,78.1,0.4,0,10,58,0,0.13,0.05,0.02,0.32,0.38,0.06,0.05,0,30.3,17,0.314,3.8,88,17,10,5.8,0.2,0.1,,,Gelatina preparada com laranja e sumo de laranja (17.4g HC/100g)
660,Geleia de casca de laranja,Frutos e produtos derivados de frutos,Produtos de frutos processados,"Frutos / Vegetais, cremes e similares",275,1170,0,0,0,0,0,0,68,68,0,0,0.7,0.3,0,0,30.7,0,0,8,50,0,0,0,0,0,0,0,0,0,3,5,0.3,18,44,35,10,4,0.7,0.1,,,Geleia de casca de laranja (68g HC/100g)
84,"Gema de ovo de galinha, crua",Ovos e ovoprodutos,Ovos não processados,Ovoprodutos líquidos,342,1420,30.9,8.3,11.7,4.6,3.9,0.1,0,0,0,0,0,16,0.1,0,51,0,1280,500,0,4.9,4.6,0.24,0.65,0.01,4.7,4.7,0.8,2.8,0,130,1.7,48,90,130,480,11,5.5,3,,,"Gema de ovo de galinha, crua (0g HC/100g)"
1900000056,"Gema de ovo de galinha, pasteurizada",Ovos e ovoprodutos,Ovos não processados,Ovoprodutos líquidos,294,1220,25.2,7.9,9.8,4.2,3.98,0.1,1.3,0.2,0,0,0,15.3,0.2,0,56.8,0,991,395,10,5.2,2.24,0.22,0.56,0.03,3.75,3.72,0.44,1.64,0,151,1.37,71,120,130,420,11,3.7,3.2,56,,"Gema de ovo de galinha, pasteurizada (1.3g HC/100g)"
1204,Gengibre fresco,"Leguminosas, frutos de casca rija, sementes oleaginosas e especiarias",Especiarias ,Especiaria de de raízes e tubérculos,82,345,0.8,0.2,0.2,0.2,0.143,0,15.8,15.8,0,0,2,1.8,0,0,78.9,0,0,0,0,0,0.5,0.03,0.03,0.75,0.95,0.2,0.16,0,5,11,0.8,13,420,16,34,43,0.6,0.3,,,Gengibre fresco (15.8g HC/100g)
1900000076,Gérmen de trigo,Cereais e produtos à base de cereais,Cereais e seus derivados primários,Germe de cereais,391,1640,9.6,1.4,1.1,4.3,4,0,41.8,15.7,0,26.1,12.3,28.1,0,0,6.7,0,0,0,0,0,11,1.45,0.61,5.8,11.47,5.67,1.42,0,0,190,4.4,5.5,1050,41,1000,260,5,18,3,0.3,Gérmen de trigo (41.8g HC/100g)
731,Gin - Rum- Whisky,Bebidas alcoólicas,Bebidas espirituosas não açucaradas e licores ,Bebidas espirituosas não açucaradas,222,919,0,0,0,0,0,0,0,0,0,0,0,0,0,31.7,68.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Gin - Rum- Whisky (0g HC/100g)
655,Ginja,Frutos e produtos derivados de frutos,Fruta utilizada como fruta,Frutos de caroço,57,240,0.3,0.1,0.1,0.1,0,0,11.5,11.5,0,0,1.6,0.9,0,0,85.2,0.4,0,20,123,0,0.13,0.04,0.05,0.4,0.5,0.1,0.05,0,10,9,0.55,3,200,15,17,10,0.4,0.1,,,Ginja (11.5g HC/100g)
1900000095,"Goiaba crua, polpa",Frutos e produtos derivados de frutos,Fruta utilizada como fruta,"Frutos diversos com casca não comestível, grandes",41,169,0.5,0,0.1,0.1,0.1,0,5,4.9,0,0.1,5.3,0.8,0,0,84.7,0.8,0,73,435,0,0.55,0.04,0.04,1,1.1,0.1,0.14,0,230,40.8,0.29,5,230,13,25,12,0.4,0.2,,,"Goiaba crua, polpa (5g HC/100g)"
840,"Goraz assado com cebola, tomate, azeite e óleo alimentar",Pratos compostos,"Pratos, incl. refeições prontas a comer (excluindo sopas e saladas)","Pratos, excluindo pratos  de massa ou arroz, sanduíches e pizza",117,490,5.1,0.9,1.9,1.9,1.26,0,1.5,1.3,0.2,0,0.5,14.8,0.9,0.7,75.1,0,28,33,110,10,2.09,0.06,0.05,1.9,4.98,2.73,0.35,0.69,4.5,14,2.15,360,350,15,190,30,0.6,0.6,,,"Goraz assado com cebola, tomate, azeite e óleo alimentar (1.5g HC/100g)"
838,Goraz cozido,"Peixes, mariscos, anfíbios, répteis e invertebrados",Peixe (músculo),Peixe de mar,108,456,3.5,0.9,1,1,0,0,0,0,0,0,0,19.2,0.9,0,74.8,0,36,19,0,15,0.8,0.04,0.05,2.5,6.1,3.6,0.31,0.87,0,15,2.3,360,340,6,250,41,0.4,0.8,,130,Goraz cozido (0g HC/100g)
837,Goraz cru,"Peixes, mariscos, anfíbios, répteis e invertebrados",Peixe (músculo),Peixe de mar,100,420,2.7,0.7,0.8,0.8,0,0,0,0,0,0,0,18.8,0.3,0,76.8,0,36,19,0,15,0.7,0.05,0.07,2.6,6.1,3.5,0.41,1,0,15,1.5,100,370,7,260,32,0.4,0.7,,,Goraz cru (0g HC/100g)
839,Goraz grelhado,"Peixes, mariscos, anfíbios, répteis e invertebrados",Peixe (músculo),Peixe de mar,118,499,3.2,0.8,0.9,0.9,0,0,0,0,0,0,0,22.4,1,0,71.5,0,43,21,0,17,0.9,0.05,0.08,3,7.2,4.2,0.41,1,0,15,2.7,420,390,9,290,36,0.4,0.9,,130,Goraz grelhado (0g HC/100g)
1126,Goraz no forno,"Peixes, mariscos, anfíbios, répteis e invertebrados",Peixe (músculo),Peixe de mar,110,462,2.7,0.7,0.8,0.8,0.0218,0,0.7,0.6,0.1,0,0.3,18.7,1.1,0.9,73.7,0.3,36,19,1,15,0.77,0.07,0.07,2.7,6.15,3.48,0.44,0.99,4.6,18,2.39,410,410,14,260,37,0.6,0.8,,,Goraz no forno (0.7g HC/100g)
536,Grão-de-bico cozido (demolhado),"Leguminosas, frutos de casca rija, sementes oleaginosas e especiarias",Leguminosas,Leguminosas (sementes de leguminosas secas),130,545,2.1,0.2,0.4,1,1,0,16.7,1,0.6,15.1,5.1,8.4,0.6,0,65.8,0,0,4,23,0,1.1,0.1,0.07,0.7,1.8,1.1,0.14,0,0,54,1.5,250,270,46,83,39,2.1,1.2,,0.2,Grão-de-bico cozido (demolhado) (16.7g HC/100g)
535,Grão-de-bico cru,"Leguminosas, frutos de casca rija, sementes oleaginosas e especiarias",Leguminosas,Leguminosas (sementes de leguminosas secas),354,1490,5,0.5,1,2.5,2.5,0,51.4,2.8,3.4,45.2,13.5,19,0,0,8,0,0,10,60,0,2.7,0.41,0.15,1.9,4.4,2.5,0.5,0,3,180,3,6,980,140,240,100,6.3,2.5,,,Grão-de-bico cru (51.4g HC/100g)
566,Grelos de couve cozidos,Produtos hortícolas e derivados,Couves de inflorescência,Brócolos e similares,22,91,0.4,0.1,0,0.2,0.2,0,1.5,1.3,0.1,0.1,2.3,1.9,0.3,0,93.3,0,0,161,770,0,1.1,0.04,0.06,0.4,0.8,0.4,0.09,0,35,48,0.6,110,100,130,41,12,0.5,0.5,,1.7,Grelos de couve cozidos (1.5g HC/100g)
565,Grelos de couve crus,Produtos hortícolas e derivados,Couves de inflorescência,Brócolos e similares,28,119,0.4,0.1,0,0.3,0.3,0,2.5,2.1,0.2,0.2,2.6,2.4,0,0,91.6,0,0,180,1080,0,1.3,0.07,0.09,0.7,1.1,0.4,0.14,0,79,90,1.04,19,230,150,51,20,0.6,0.7,,,Grelos de couve crus (2.5g HC/100g)
568,Grelos de nabo cozidos,Produtos hortícolas e derivados,Couves de inflorescência,Brócolos e similares,20,85,0.4,0.1,0,0.2,0.2,0,1.3,1.1,0.1,0.1,2.2,1.8,0.3,0,93.7,0,0,174,838,0,1.1,0.05,0.04,0.6,0.9,0.3,0.08,0,43,54,0.6,110,100,110,22,10,0.3,0.3,,1.7,Grelos de nabo cozidos (1.3g HC/100g)
567,Grelos de nabo crus,Produtos hortícolas e derivados,Couves de inflorescência,Brócolos e similares,29,119,0.5,0.1,0,0.3,0.3,0,2.3,1.9,0.2,0.2,2.6,2.4,0,0,91.3,0,0,204,1230,0,1.3,0.1,0.07,1,1.4,0.4,0.14,0,84,90,0.81,19,230,130,43,20,0.5,0.4,,,Grelos de nabo crus (2.3g HC/100g)
439,Gressino,Cereais e produtos à base de cereais,Pão e produtos similares,"""Bolachas e """"Grissinos""""""",396,1670,8.7,2.5,4.9,1.2,1,0,67,4.3,0,62.7,3.5,10.7,0.8,0,8.1,0,6,0,0,0,1.2,0.4,0.52,6,7.6,1.6,0.13,0,0,25,2.02,310,110,110,180,31,3.2,0.7,,,Gressino (67g HC/100g)
1900000099,Groselha,Frutos e produtos derivados de frutos,Fruta utilizada como fruta,Bagas e frutos pequenos,52,219,0.5,0,0,0.1,0.1,0,5,5,0,0,8.2,1.1,0,0,82.8,2.4,0,2,14,0,0.1,0.04,0.06,0.1,0.1,0,0.05,0,40,11,0.38,3,280,36,30,13,1.2,0.2,,1,Groselha (5g HC/100g)
291,Hambúrguer de feijão manteiga frito com azeite,Pratos compostos,"Pratos, incl. refeições prontas a comer (excluindo sopas e saladas)","Pratos, excluindo pratos  de massa ou arroz, sanduíches e pizza",169,708,5.3,0.9,3.3,0.7,0.631,0,19.8,1.2,1.1,17.4,4.9,8,1.1,0,59.7,0,47,41,113,0.2,0.89,0.11,0.11,0.74,2.28,1.49,0.13,0.11,6.9,30,2.27,440,340,54,150,42,2.5,1,,,Hambúrguer de feijão manteiga frito com azeite (19.8g HC/100g)
292,Hambúrguer de feijão manteiga frito com óleo de milho,Pratos compostos,"Pratos, incl. refeições prontas a comer (excluindo sopas e saladas)","Pratos, excluindo pratos  de massa ou arroz, sanduíches e pizza",169,708,5.3,0.9,1.5,2.3,2.17,0.1,19.8,1.2,1.1,17.4,4.9,8,1.1,0,59.7,0,47,42,118,0.2,1.26,0.11,0.11,0.74,2.28,1.49,0.13,0.11,6.9,30,2.27,440,340,54,150,42,2.5,1,,,Hambúrguer de feijão manteiga frito com óleo de milho (19.8g HC/100g)
1034,"Hambúrguer de peru, frito",Pratos compostos,"Pratos, incl. refeições prontas a comer (excluindo sopas e saladas)","Pratos, excluindo pratos  de massa ou arroz, sanduíches e pizza",56,238,0.7,0.1,0.1,0.3,0.193,0,3,2.2,0.8,0,1.4,8.8,1.1,0,84,0,19,29,174,0.1,0.36,0.13,0.05,3.2,4.73,1.59,0.41,0.34,18.9,21,2.06,450,310,30,99,26,0.7,0.5,,,"Hambúrguer de peru, frito (3g HC/100g)"
295,"Hambúrguer de porco, frito, sem molho",Pratos compostos,"Pratos, incl. refeições prontas a comer (excluindo sopas e saladas)","Pratos, excluindo pratos  de massa ou arroz, sanduíches e pizza",264,1100,17.1,5.8,5.7,2.8,2.4,0.1,0,0,0,0,0,27.5,0.6,0,53.7,0,96,0,0,0.8,0.2,0.54,0.25,7.1,13,5.9,0.35,1.2,0,7.5,1.7,230,380,18,240,25,2,3.1,,3,"Hambúrguer de porco, frito, sem molho (0g HC/100g)"
296,"Hambúrguer de porco, grelhado",Pratos compostos,"Pratos, incl. refeições prontas a comer (excluindo sopas e saladas)","Pratos, excluindo pratos  de massa ou arroz, sanduíches e pizza",261,1090,16.6,5.7,5.6,2.8,2.3,0.1,0,0,0,0,0,27.8,0.6,0,53.9,0,83,0,0,0.8,0.2,0.6,0.3,7.2,13,5.9,0.36,1.2,0,7.6,1.7,230,390,19,240,26,2.1,3.1,,3,"Hambúrguer de porco, grelhado (0g HC/100g)"
293,"Hambúrguer de vaca, cru",Carne e produtos cárneos,Carne de mamiferos e de aves,Carne de mamíferos,142,595,6.8,2.7,3,0.3,0.2,0.3,0,0,0,0,0,20.2,0.2,0,72.1,0,61,0,0,0.4,0.1,0.09,0.15,3.4,7.7,4.3,0.45,2,0,14,0.9,64,360,10,180,22,1.6,3.5,,,"Hambúrguer de vaca, cru (0g HC/100g)"
1033,"Hambúrguer de vaca, frito ",Pratos compostos,"Pratos, incl. refeições prontas a comer (excluindo sopas e saladas)","Pratos, excluindo pratos  de massa ou arroz, sanduíches e pizza",207,862,13.8,5.3,6.2,0.5,0.472,0.6,1.2,0.9,0.3,0,0.8,19.1,0.9,0,62.6,0,53,49,291,0.4,0.37,0.16,0.16,3.7,7.74,3.99,0.5,1.7,22.1,34,2.18,390,400,41,240,27,1.1,3,,,"Hambúrguer de vaca, frito  (1.2g HC/100g)"
294,"Hambúrguer de vaca, grelhado",Pratos compostos,"Pratos, incl. refeições prontas a comer (excluindo sopas e saladas)","Pratos, excluindo pratos  de massa ou arroz, sanduíches e pizza",183,768,8.2,3.2,3.7,0.3,0.3,0.4,0,0,0,0,0,27.3,0.5,0,63,0,86,0,0,0.3,0.1,0.06,0.18,3.8,9.6,5.8,0.29,2,0,17,1.5,190,350,13,220,29,2.2,4.9,,3,"Hambúrguer de vaca, grelhado (0g HC/100g)"
1900000031,Hortelã fresca,Produtos hortícolas e derivados,Ervas e flores comestíveis,Ervas aromáticas,51,212,0.7,0.1,0.1,0.5,0.1,0,5.3,5.1,0,0,3.9,3.8,0,0,86.4,0,0,123,740,0,5,0.12,0.33,1.1,1.6,0.5,0.09,0,31,110,1.7,15,260,210,75,11,9.5,0.7,,,Hortelã fresca (5.3g HC/100g)
844,"Imperador assado com cebola, tomate, azeite e óleo alimentar",Pratos compostos,"Pratos, incl. refeições prontas a comer (excluindo sopas e saladas)","Pratos, excluindo pratos  de massa ou arroz, sanduíches e pizza",94,393,3.1,0.4,1.3,1.3,1.15,0,1.4,1.2,0.2,0,0.5,13.7,0.8,0.6,78.9,0,23,24,101,1.7,1.86,0.08,0.02,2.5,5.48,2.5,0.14,0.23,4.1,11,1.69,320,290,19,140,27,0.4,0.4,,,"Imperador assado com cebola, tomate, azeite e óleo alimentar (1.4g HC/100g)"
842,Imperador cozido,"Peixes, mariscos, anfíbios, répteis e invertebrados",Peixe (músculo),Peixe de mar,84,357,0.5,0.1,0.1,0.2,0.1,0,0,0,0,0,0,19.9,0.9,0,77.7,0,35,10,0,2.7,0.69,0.08,0.01,3.4,7.1,3.7,0.09,0.36,0,11,1.9,340,300,13,210,42,0.2,0.5,,,Imperador cozido (0g HC/100g)
841,Imperador cru,"Peixes, mariscos, anfíbios, répteis e invertebrados",Peixe (músculo),Peixe de mar,80,338,0.4,0.1,0.1,0.1,0,0,0,0,0,0,0,19,0.2,0,79.2,0,32,10,0,2.7,0.62,0.1,0.02,3.9,7.4,3.5,0.12,0.36,0,11,1.1,72,320,14,210,32,0.2,0.4,,,Imperador cru (0g HC/100g)
843,Imperador grelhado,"Peixes, mariscos, anfíbios, répteis e invertebrados",Peixe (músculo),Peixe de mar,97,410,0.5,0.1,0.1,0.1,0,0,0,0,0,0,0,23,1,0,74.3,0,39,11,0,3.1,0.79,0.1,0.02,4.5,8.8,4.3,0.12,0.37,0,11,2.2,390,340,18,240,37,0.3,0.5,,,Imperador grelhado (0g HC/100g)
1900000059,Inhame cru ,"Raízes amiláceas ou tubérculos e seus produtos, plantas sacarinas",Raízes e tubérculos amiláceos,Raízes e tubérculos de vegetais tropicais,114,484,0.3,0.1,0,0.1,0.1,0,25.7,0.7,0,25,1.3,1.5,0,0,67.2,0,0,14,83,0,4.6,0.16,0.01,0.2,0.5,0.3,0.16,0,4,8,0.47,2,380,15,27,15,0.7,0.3,1,2,Inhame cru  (25.7g HC/100g)
82,"Iogurte gordo, aromatizado, açucarado ",Leite e produtos lácteos,Leite ou nata fermentados ,Produtos de leite fermentados,83,349,3.6,2,0.8,0.1,0.1,0.1,8.5,8.5,0,0,0,3.9,0.1,0,82.9,0.4,8,55,31,0,0.1,0.02,0.18,0.2,1,0.8,0.03,0,0,7,0.75,46,140,140,95,18,0.2,0.6,,18,"Iogurte gordo, aromatizado, açucarado  (8.5g HC/100g)"
81,"Iogurte gordo, com polpa e/ou pedaços de fruta e cereais açucarado",Leite e produtos lácteos,Leite ou nata fermentados ,Produtos de leite fermentados,114,478,3.2,1.8,0.7,0.1,0.1,0.1,15.8,15.8,0,0,0.8,4.2,0.1,0,75,1.1,8,54,119,0,0.05,0.03,0.22,0.2,1.1,0.9,0.04,0,0,3,0.75,48,180,120,110,12,0.2,0.5,,18,"Iogurte gordo, com polpa e/ou pedaços de fruta e cereais açucarado (15.8g HC/100g)"
80,"Iogurte gordo, com polpa e/ou pedaços de fruta, açucarado ",Leite e produtos lácteos,Leite ou nata fermentados ,Produtos de leite fermentados,96,403,3.2,1.8,0.7,0.1,0.1,0.1,12.4,12.4,0,0,0,4.2,0.1,0,79.3,0.2,12,52,115,0,0.05,0.03,0.17,0.2,1.1,0.9,0.03,0,0,2.5,0.75,39,150,130,91,10,0.2,0.5,,18,"Iogurte gordo, com polpa e/ou pedaços de fruta, açucarado  (12.4g HC/100g)"
2122000009,Iogurte grego com fruta açucarado,Leite e produtos lácteos,Leite ou nata fermentados ,Produtos de leite fermentados,113,475,5,3.2,1.3,0.2,0.1,0.1,13.7,13.7,0,0,0.8,2.7,0.1,0,75,0.4,17,121,36,0.1,0.38,0.01,0.12,0,0,0,0,0.2,0,1.7,0.7,33,150,95,80,9,0,0.3,,,Iogurte grego com fruta açucarado (13.7g HC/100g)
2122000015,Iogurte grego magro natural ,Leite e produtos lácteos,Leite ou nata fermentados ,Produtos de leite fermentados,56,236,2,1.4,0.4,0.1,0.1,0.1,3.9,3.9,0,0,0,5.3,0,0,87.9,0.4,6,30,17,0,0.03,0.03,0.24,0.2,1.1,0.9,0.03,0,0,1.7,0.75,0.1,180,120,110,12,0.2,0.5,,,Iogurte grego magro natural  (3.9g HC/100g)
2122000008,Iogurte grego natural,Leite e produtos lácteos,Leite ou nata fermentados ,Produtos de leite fermentados,85,354,6.6,4.2,1.6,0.2,0.2,0.2,4.8,4.8,0,0,0,1.4,0.1,0,83.9,0.4,17,121,36,0.1,0.38,0.02,0.17,0,0,0,0.03,0.2,0,1.7,0.75,32,140,100,97,8.4,0,0.3,,,Iogurte grego natural (4.8g HC/100g)
77,"Iogurte líquido magro, aromatizado, açucarado ",Leite e produtos lácteos,Leite ou nata fermentados ,Produtos de leite fermentados,62,263,0.3,0.2,0.1,0,0,0,11.6,11.6,0,0,0,3.2,0.2,0,84.2,0,1,16,9,0,0,0.02,0.18,0.2,0.9,0.7,0.03,0,0,6,0.75,60,120,81,72,8,0.2,0.3,,18,"Iogurte líquido magro, aromatizado, açucarado  (11.6g HC/100g)"
73,"Iogurte líquido meio gordo, aromatizado, açucarado ",Leite e produtos lácteos,Leite ou nata fermentados ,Produtos de leite fermentados,70,297,1.3,0.7,0.3,0,0,0.1,11.5,11.5,0,0,0,3,0.1,0,83.3,0.2,3,33,19,0,0.02,0.02,0.17,0.2,0.8,0.6,0.03,0,0,6.4,0.75,42,98,110,78,8,0.2,0.3,,18,"Iogurte líquido meio gordo, aromatizado, açucarado  (11.5g HC/100g)"
71,"Iogurte líquido meio gordo, natural, açucarado",Leite e produtos lácteos,Leite ou nata fermentados ,Produtos de leite fermentados,70,295,1.4,0.8,0.3,0,0,0.1,11.2,11.2,0,0,0,3.1,0.1,0,83.6,0,3,33,19,0,0.02,0.02,0.25,0.2,0.9,0.7,0.05,0,0,1.1,0.7,46,160,100,85,8,0.2,0.4,,18,"Iogurte líquido meio gordo, natural, açucarado (11.2g HC/100g)"
78,"Iogurte magro, aromatizado, açucarado ",Leite e produtos lácteos,Leite ou nata fermentados ,Produtos de leite fermentados,69,294,0.1,0.1,0,0,0,0,11.8,11.8,0,0,0,5,0.2,0,82,0.4,1,18,10,0,0,0.04,0.3,0.2,0.3,0.1,0.03,0,0,6.8,0.75,73,210,150,120,12,0.3,0.4,,18,"Iogurte magro, aromatizado, açucarado  (11.8g HC/100g)"
69,"Iogurte magro, com cereais e edulcorantes",Leite e produtos lácteos,Leite ou nata fermentados ,Produtos de leite fermentados,50,210,0.4,0.2,0.1,0,0,0,5.7,5.7,0,0,1,4.3,0.2,0,87.6,1.3,2,30,17,0,0,0.04,0.25,0.2,1.1,0.9,0.04,0,0,1.7,0.75,92,200,120,100,17,0.3,0.4,,,"Iogurte magro, com cereais e edulcorantes (5.7g HC/100g)"
79,"Iogurte magro, natural ",Leite e produtos lácteos,Leite ou nata fermentados ,Produtos de leite fermentados,42,177,0.2,0.1,0.1,0,0,0,5.2,5.2,0,0,0,4.6,0.2,0,89,0.3,2,17,10,0,0,0.04,0.27,0.2,1.2,1,0.03,0,0,1.5,0.75,72,200,160,130,14,0.2,0.6,,18,"Iogurte magro, natural  (5.2g HC/100g)"
68,"Iogurte magro, natural, com edulcorantes ",Leite e produtos lácteos,Leite ou nata fermentados ,Produtos de leite fermentados,47,202,0.1,0.1,0,0,0,0,6.3,6.3,0,0,0,5,0.2,0,87.4,0.5,2,17,41,0,0,0.04,0.25,0.2,1.3,1.1,0.04,0,0,1.8,0.75,92,260,160,140,14,0.1,0.1,,18,"Iogurte magro, natural, com edulcorantes  (6.3g HC/100g)"
1900000102,"Iogurte meio gordo, aromatizado, açucarado",Leite e produtos lácteos,Leite ou nata fermentados ,Produtos de leite fermentados,79,333,1.8,1,0.5,0.1,0.05,0.1,11.3,11.3,0,0,0,4.3,0.2,0,81.7,0.2,7,38,22,0,0.03,0.04,0.25,0.2,1.1,0.9,0.04,0,0,7,0.75,70,180,130,110,12,0.2,0.5,,,"Iogurte meio gordo, aromatizado, açucarado (11.3g HC/100g)"
75,"Iogurte meio gordo, com polpa e/ou pedaços de fruta, açucarado",Leite e produtos lácteos,Leite ou nata fermentados ,Produtos de leite fermentados,92,390,1.7,1,0.4,0.1,0,0.1,14.6,14.6,0,0,0,4.3,0.2,0,78.2,0.5,6,36,20,0,0.03,0.03,0.25,0.1,1,0.9,0.04,0,0,8.3,0.75,72,210,130,110,12,0.2,0.5,,18,"Iogurte meio gordo, com polpa e/ou pedaços de fruta, açucarado (14.6g HC/100g)"
76,"Iogurte meio gordo, natural",Leite e produtos lácteos,Leite ou nata fermentados ,Produtos de leite fermentados,54,228,1.8,1,0.4,0.1,0.1,0.1,5,5,0,0,0,4.2,0.2,0,87.9,0.4,6,30,17,0,0.03,0.03,0.24,0.2,1.1,0.9,0.03,0,0,1.7,0.75,62,180,120,110,12,0.2,0.5,,18,"Iogurte meio gordo, natural (5g HC/100g)"
70,"Iogurte meio gordo, natural, açucarado ",Leite e produtos lácteos,Leite ou nata fermentados ,Produtos de leite fermentados,91,386,2.1,1.2,0.5,0.1,0.1,0.1,13.1,13.1,0,0,0,4.7,0.2,0,78.9,0.5,8,45,26,0,0.04,0.04,0.27,0.2,1.2,1,0.04,0,0,8,0.75,81,230,160,140,14,0.2,0.6,,18,"Iogurte meio gordo, natural, açucarado  (13.1g HC/100g)"
1920000013,"Iogurte sem lactose enriquecido em proteína, magro, aromatizado, com pedaços e/ou polpa de fruta, açucarado",Leite e produtos lácteos,Leite ou nata fermentados ,Produtos de leite fermentados,76,323,0,0,0,0,0,0,9.7,8.9,0,0,0,9,0.2,0,82,0.4,1,18,10,0,0,0.04,0.3,0.2,0.3,0.1,0.03,0,0,6.8,0.75,73,210,92,120,12,0.3,0.4,,,"Iogurte sem lactose enriquecido em proteína, magro, aromatizado, com pedaços e/ou polpa de fruta, açucarado (9.7g HC/100g)"
